ensembl_id,omim_id
ENSG00000255036.6,
ENSG00000197933.13,
ENSG00000285885.1,
ENSG00000230208.1,
ENSG00000213416.4,
ENSG00000285646.2,
ENSG00000255666.7,
ENSG00000211710.3,
ENSG00000281016.1,
ENSG00000254815.6,
ENSG00000269546.1,
ENSG00000185442.13,
ENSG00000235189.2,
ENSG00000110375.3,611558
ENSG00000187624.9,
ENSG00000234883.6,
ENSG00000118412.13,606880
ENSG00000283232.1,
ENSG00000255451.1,
ENSG00000286606.1,
ENSG00000234022.1,
ENSG00000203867.8,613171
ENSG00000137801.11,188060
ENSG00000237009.2,
ENSG00000248560.1,
ENSG00000175077.6,609137
ENSG00000092929.12,608897
ENSG00000241738.1,
ENSG00000163435.16,602191
ENSG00000164258.12,602694
ENSG00000178982.10,609596
ENSG00000240065.8,177045
ENSG00000259269.2,
ENSG00000164749.13,605966
ENSG00000188051.7,
ENSG00000141428.17,
ENSG00000271774.1,
ENSG00000285035.1,
ENSG00000178425.14,
ENSG00000260918.1,
ENSG00000197273.4,139392
ENSG00000279785.1,
ENSG00000110092.4,168461
ENSG00000243089.2,
ENSG00000243779.1,
ENSG00000160472.5,
ENSG00000160593.19,609770
ENSG00000179071.5,
ENSG00000287706.1,
ENSG00000135842.17,619294
ENSG00000227107.1,
ENSG00000099377.14,607764
ENSG00000233047.7,
ENSG00000148053.17,600456
ENSG00000258645.2,
ENSG00000169258.7,611239
ENSG00000198758.11,614989
ENSG00000104691.16,602155
ENSG00000144331.20,612344
ENSG00000225179.2,
ENSG00000145723.17,
ENSG00000211862.1,
ENSG00000103811.18,116820
ENSG00000149781.13,607901
ENSG00000274317.2,
ENSG00000263325.1,
ENSG00000267168.1,
ENSG00000282944.1,
ENSG00000225080.1,
ENSG00000197532.3,
ENSG00000285642.1,
ENSG00000174173.7,615423
ENSG00000135919.14,177010
ENSG00000205086.8,
ENSG00000075891.23,167409
ENSG00000226733.4,
ENSG00000258312.1,
ENSG00000147246.10,312861
ENSG00000260176.1,
ENSG00000230362.1,
ENSG00000287827.1,
ENSG00000100288.20,612395
ENSG00000222046.3,
ENSG00000204536.14,605310
ENSG00000233523.1,
ENSG00000226308.1,
ENSG00000154114.13,610451
ENSG00000115457.10,146731
ENSG00000138641.18,605200
ENSG00000163554.15,182860
ENSG00000280286.1,
ENSG00000197416.4,618923
ENSG00000268066.5,300805
ENSG00000108039.18,602443
ENSG00000163530.4,614445
ENSG00000167618.10,602993
ENSG00000287741.1,
ENSG00000238279.1,
ENSG00000288004.1,
ENSG00000204072.3,
ENSG00000236173.1,
ENSG00000090382.7,153450
ENSG00000229303.1,
ENSG00000187189.11,619586
ENSG00000137821.12,620497
ENSG00000223829.6,
ENSG00000198242.14,602326
ENSG00000182979.18,603526
ENSG00000185652.12,162660
ENSG00000236496.2,
ENSG00000287639.1,
ENSG00000232139.6,
ENSG00000225484.7,618639
ENSG00000125482.13,600777
ENSG00000186481.16,
ENSG00000259753.1,
ENSG00000110799.14,613160
ENSG00000204301.6,164951
ENSG00000139998.16,619547
ENSG00000284526.1,
ENSG00000204860.5,
ENSG00000165178.9,
ENSG00000131484.4,
ENSG00000233288.2,
ENSG00000280350.1,
ENSG00000136099.13,603580
ENSG00000168282.6,602616
ENSG00000215347.4,
ENSG00000101132.10,604898
ENSG00000227170.1,
ENSG00000230590.11,300936
ENSG00000103356.18,612799
ENSG00000165325.15,617148
ENSG00000258975.1,
ENSG00000257476.1,
ENSG00000153317.15,605953
ENSG00000245293.3,
ENSG00000267546.2,
ENSG00000246323.2,
ENSG00000273450.1,
ENSG00000250686.2,
ENSG00000224582.7,
ENSG00000141979.4,
ENSG00000256077.5,
ENSG00000229299.2,
ENSG00000235446.2,
ENSG00000260378.1,
ENSG00000287749.1,
ENSG00000140945.17,601364
ENSG00000269752.1,
ENSG00000280064.1,
ENSG00000238755.3,
ENSG00000276393.1,138060
ENSG00000196262.15,123840
ENSG00000231519.1,
ENSG00000287754.1,
ENSG00000128059.8,172450
ENSG00000136448.13,160993
ENSG00000261642.1,
ENSG00000166822.13,620630
ENSG00000140368.13,606347
ENSG00000122482.21,614159
ENSG00000283050.2,
ENSG00000254264.2,
ENSG00000214973.3,
ENSG00000253457.3,
ENSG00000227218.7,
ENSG00000236924.1,
ENSG00000276707.1,
ENSG00000211653.2,
ENSG00000146385.1,606927
ENSG00000228420.1,
ENSG00000112640.16,601646
ENSG00000180934.7,
ENSG00000236114.1,
ENSG00000254987.1,
ENSG00000225797.2,
ENSG00000255421.1,
ENSG00000285374.1,
ENSG00000267550.1,
ENSG00000188483.8,
ENSG00000120057.5,604158
ENSG00000273080.1,
ENSG00000180423.4,615086
ENSG00000227302.1,
ENSG00000243404.2,
ENSG00000274751.1,
ENSG00000181274.7,605006
ENSG00000214851.5,
ENSG00000214889.3,
ENSG00000143390.18,601863
ENSG00000236005.1,
ENSG00000235924.1,
ENSG00000164111.15,131230
ENSG00000240869.3,
ENSG00000261795.1,
ENSG00000105668.7,611557
ENSG00000143622.11,609591
ENSG00000259866.1,
ENSG00000133884.10,601671
ENSG00000266976.3,
ENSG00000272442.2,
ENSG00000285471.1,
ENSG00000125384.7,176804
ENSG00000122729.19,100880
ENSG00000261272.1,613917
ENSG00000163322.14,611143
ENSG00000131355.15,606101
ENSG00000174225.15,
ENSG00000198125.13,160000
ENSG00000254717.2,
ENSG00000082074.19,602731
ENSG00000149021.7,192020
ENSG00000237861.1,
ENSG00000232200.2,
ENSG00000241045.1,
ENSG00000130045.16,615299
ENSG00000176641.11,616512
ENSG00000262296.1,
ENSG00000232519.2,
ENSG00000234688.1,
ENSG00000227232.5,
ENSG00000127554.13,600924
ENSG00000251450.2,
ENSG00000262099.1,
ENSG00000254873.1,
ENSG00000273442.1,
ENSG00000221886.4,615253
ENSG00000225398.3,
ENSG00000084623.12,603911
ENSG00000232661.1,
ENSG00000245105.4,
ENSG00000233539.5,
ENSG00000250190.2,
ENSG00000261813.2,
ENSG00000187185.4,
ENSG00000268471.6,
ENSG00000023734.11,605986
ENSG00000126970.16,300897
ENSG00000288711.1,
ENSG00000121064.13,619723
ENSG00000144843.11,603081
ENSG00000235254.3,
ENSG00000274330.1,
ENSG00000135372.9,609221
ENSG00000213676.13,600984
ENSG00000241105.1,
ENSG00000185247.15,300344
ENSG00000260100.1,
ENSG00000174279.4,142991
ENSG00000169764.16,191760
ENSG00000255823.5,
ENSG00000259481.1,
ENSG00000254648.1,
ENSG00000049768.17,300292
ENSG00000211656.3,
ENSG00000125414.19,160740
ENSG00000223899.1,
ENSG00000272699.1,
ENSG00000253524.1,
ENSG00000235225.1,
ENSG00000088876.13,
ENSG00000277301.1,
ENSG00000186212.4,
ENSG00000240204.3,
ENSG00000163888.4,608721
ENSG00000230825.2,
ENSG00000123219.13,611502
ENSG00000219806.1,
ENSG00000185056.10,620002
ENSG00000184347.15,603745
ENSG00000246115.3,
ENSG00000161036.13,615167
ENSG00000269153.1,
ENSG00000228548.1,
ENSG00000154736.6,605007
ENSG00000286180.1,
ENSG00000227523.1,
ENSG00000120458.13,
ENSG00000164287.13,620335
ENSG00000168172.9,607825
ENSG00000274584.1,
ENSG00000277151.1,
ENSG00000263345.1,
ENSG00000127515.3,
ENSG00000264907.1,
ENSG00000196684.12,608349
ENSG00000259419.2,
ENSG00000286145.2,
ENSG00000124217.5,609277
ENSG00000074771.4,607105
ENSG00000093217.11,604049
ENSG00000258730.1,
ENSG00000284707.2,
ENSG00000183386.10,602790
ENSG00000170927.15,606702
ENSG00000179862.7,606815
ENSG00000254593.1,
ENSG00000106804.8,120900
ENSG00000286698.1,
ENSG00000018869.17,615600
ENSG00000166508.18,600592
ENSG00000228677.1,
ENSG00000232173.2,
ENSG00000260390.1,
ENSG00000251270.1,
ENSG00000006059.4,602761
ENSG00000177731.16,600362
ENSG00000113460.13,618466
ENSG00000236197.4,
ENSG00000224402.2,
ENSG00000253737.1,
ENSG00000137944.18,610656
ENSG00000234622.6,
ENSG00000249465.1,
ENSG00000163239.12,
ENSG00000174482.10,609793
ENSG00000261284.2,
ENSG00000164220.7,601919
ENSG00000102359.9,300642
ENSG00000268390.1,
ENSG00000122877.17,129010
ENSG00000163798.13,602655
ENSG00000236980.10,
ENSG00000233654.2,
ENSG00000231149.2,
ENSG00000260467.1,
ENSG00000074047.22,165230
ENSG00000231233.1,
ENSG00000172766.19,619497
ENSG00000173349.6,
ENSG00000109534.17,606468
ENSG00000064309.16,608707
ENSG00000223389.1,
ENSG00000279694.1,
ENSG00000231198.1,
ENSG00000223742.1,
ENSG00000184945.14,609789
ENSG00000213872.3,
ENSG00000269124.1,
ENSG00000234620.1,
ENSG00000135829.17,603115
ENSG00000267980.1,
ENSG00000214857.4,
ENSG00000112062.11,600289
ENSG00000144644.15,615601
ENSG00000229000.1,
ENSG00000279914.1,
ENSG00000139625.13,600447
ENSG00000103310.11,182888
ENSG00000158477.7,188370
ENSG00000287658.1,
ENSG00000165891.16,612046
ENSG00000110906.13,613421
ENSG00000204677.13,
ENSG00000262052.1,
ENSG00000230630.5,
ENSG00000232456.1,
ENSG00000161547.17,600813
ENSG00000270106.6,
ENSG00000274226.5,610811
ENSG00000261514.1,
ENSG00000287016.1,
ENSG00000259456.4,
ENSG00000080224.17,600066
ENSG00000064102.15,615079
ENSG00000285793.1,
ENSG00000287063.1,
ENSG00000266928.1,
ENSG00000260185.1,
ENSG00000229983.1,
ENSG00000136925.15,
ENSG00000232500.2,
ENSG00000205560.13,601987
ENSG00000174808.12,600345
ENSG00000255704.1,
ENSG00000266677.1,
ENSG00000083817.9,
ENSG00000179151.13,609842
ENSG00000242516.2,
ENSG00000005469.12,606090
ENSG00000196811.13,100730
ENSG00000225992.1,
ENSG00000259072.2,
ENSG00000026103.22,134637
ENSG00000100442.11,186947
ENSG00000270442.1,
ENSG00000235397.1,
ENSG00000241484.10,609405
ENSG00000272703.1,
ENSG00000255525.1,
ENSG00000126522.17,608310
ENSG00000134333.14,150000
ENSG00000273396.3,
ENSG00000234286.1,
ENSG00000183010.17,179035
ENSG00000206432.4,
ENSG00000244541.6,
ENSG00000229422.2,
ENSG00000231163.6,
ENSG00000169752.17,610894
ENSG00000286005.1,
ENSG00000198624.13,619288
ENSG00000176933.5,
ENSG00000198221.10,
ENSG00000124222.22,603666
ENSG00000235690.2,
ENSG00000156675.16,608737
ENSG00000143217.9,609607
ENSG00000179344.16,604305
ENSG00000227578.1,
ENSG00000265987.1,
ENSG00000134757.5,169615
ENSG00000165810.17,620648
ENSG00000205865.4,
ENSG00000126460.11,604429
ENSG00000279357.1,
ENSG00000131153.9,610609
ENSG00000147649.10,610323
ENSG00000283453.2,
ENSG00000165140.12,611570
ENSG00000288104.1,
ENSG00000264024.2,
ENSG00000253829.1,
ENSG00000275747.1,
ENSG00000178021.11,
ENSG00000176381.6,
ENSG00000275969.2,
ENSG00000040487.13,614760
ENSG00000271046.1,
ENSG00000144713.13,
ENSG00000275993.3,
ENSG00000213293.4,
ENSG00000012223.13,150210
ENSG00000253505.3,
ENSG00000180747.15,
ENSG00000257056.3,
ENSG00000285749.2,
ENSG00000043462.13,601603
ENSG00000287993.1,
ENSG00000233304.7,
ENSG00000247596.10,607433
ENSG00000249346.7,
ENSG00000236212.2,
ENSG00000258231.5,
ENSG00000270035.1,
ENSG00000256673.1,
ENSG00000257809.1,
ENSG00000180720.8,118495
ENSG00000286897.1,
ENSG00000132842.14,603401
ENSG00000185291.12,
ENSG00000110697.13,608794
ENSG00000169155.10,618676
ENSG00000245112.2,
ENSG00000133943.21,620716
ENSG00000256098.1,
ENSG00000281593.1,
ENSG00000231345.3,
ENSG00000273500.1,
ENSG00000103091.15,617418
ENSG00000163848.20,601897
ENSG00000102897.10,614709
ENSG00000136463.9,612958
ENSG00000197208.6,604190
ENSG00000259678.1,
ENSG00000180259.10,
ENSG00000227398.4,
ENSG00000139278.10,602692
ENSG00000203933.3,
ENSG00000154645.14,607247
ENSG00000229257.2,
ENSG00000106638.17,605842
ENSG00000128739.23,182279
ENSG00000168348.4,614027
ENSG00000269365.2,
ENSG00000105810.10,603368
ENSG00000288013.1,
ENSG00000273598.1,
ENSG00000251423.3,
ENSG00000228944.1,
ENSG00000258864.1,
ENSG00000186198.4,612085
ENSG00000139547.8,620043
ENSG00000101342.10,
ENSG00000254951.7,
ENSG00000287654.1,
ENSG00000241860.7,
ENSG00000287157.1,
ENSG00000150551.11,610450
ENSG00000249209.2,
ENSG00000143171.13,180247
ENSG00000065526.12,613484
ENSG00000140526.18,612196
ENSG00000227710.1,
ENSG00000235421.1,
ENSG00000248302.3,
ENSG00000233409.1,
ENSG00000272600.1,
ENSG00000049130.16,184745
ENSG00000260228.6,
ENSG00000154928.19,600600
ENSG00000100888.15,610528
ENSG00000214559.3,
ENSG00000269921.1,
ENSG00000145817.17,611483
ENSG00000073670.14,155120
ENSG00000084207.18,134660
ENSG00000067048.17,400010
ENSG00000284601.1,
ENSG00000260867.1,
ENSG00000258633.1,
ENSG00000163531.17,609145
ENSG00000110046.13,616225
ENSG00000205702.11,
ENSG00000266304.1,
ENSG00000172404.5,611336
ENSG00000227695.6,
ENSG00000214189.9,
ENSG00000177855.8,
ENSG00000160201.12,191317
ENSG00000286415.1,
ENSG00000249534.2,
ENSG00000189253.7,
ENSG00000255277.3,
ENSG00000165204.3,
ENSG00000215845.11,616041
ENSG00000178053.20,601402
ENSG00000229455.2,
ENSG00000267275.1,
ENSG00000286090.1,
ENSG00000169951.10,619524
ENSG00000287280.1,
ENSG00000230648.1,
ENSG00000275515.1,
ENSG00000214300.7,617625
ENSG00000162782.16,617748
ENSG00000272558.1,
ENSG00000138193.16,608414
ENSG00000242808.10,616338
ENSG00000273971.1,
ENSG00000164161.10,606178
ENSG00000058272.19,602021
ENSG00000268614.1,
ENSG00000205642.10,300981
ENSG00000261584.1,
ENSG00000171522.6,601586
ENSG00000138375.13,606622
ENSG00000249128.1,
ENSG00000112851.15,606944
ENSG00000159763.4,176720
ENSG00000224514.3,
ENSG00000251372.6,
ENSG00000273489.1,
ENSG00000241188.3,
ENSG00000115839.18,602536
ENSG00000158748.4,601109
ENSG00000268804.1,
ENSG00000156453.14,603626
ENSG00000115738.10,600386
ENSG00000277423.1,
ENSG00000264296.1,
ENSG00000127399.15,
ENSG00000254595.1,
ENSG00000114999.8,608291
ENSG00000278765.1,
ENSG00000042445.14,617597
ENSG00000239640.3,
ENSG00000110660.15,620350
ENSG00000279314.1,
ENSG00000060709.15,611602
ENSG00000197008.10,604080
ENSG00000083844.10,604668
ENSG00000280208.1,
ENSG00000198673.11,617496
ENSG00000250906.1,
ENSG00000287020.1,
ENSG00000234030.1,
ENSG00000197046.12,618105
ENSG00000224324.1,
ENSG00000165092.13,100640
ENSG00000234386.4,
ENSG00000288078.1,
ENSG00000152705.8,609120
ENSG00000068308.14,300713
ENSG00000261558.2,
ENSG00000180777.14,616565
ENSG00000227154.4,
ENSG00000231310.3,
ENSG00000218194.1,
ENSG00000258001.1,
ENSG00000148600.15,609502
ENSG00000149541.10,606374
ENSG00000178401.16,
ENSG00000233372.1,
ENSG00000250309.2,
ENSG00000248994.2,
ENSG00000276897.1,
ENSG00000136521.13,603841
ENSG00000254843.1,
ENSG00000256896.1,
ENSG00000196220.16,606525
ENSG00000178081.12,
ENSG00000198933.9,608476
ENSG00000026508.20,107269
ENSG00000241743.4,
ENSG00000128881.17,611695
ENSG00000287660.1,
ENSG00000271511.1,
ENSG00000107281.10,605798
ENSG00000135144.7,602582
ENSG00000255199.2,
ENSG00000267339.7,
ENSG00000242457.1,
ENSG00000156510.13,617221
ENSG00000138100.14,606474
ENSG00000139239.7,
ENSG00000215186.6,
ENSG00000248640.1,
ENSG00000173511.10,601398
ENSG00000258464.2,
ENSG00000259436.1,
ENSG00000166546.14,612051
ENSG00000159387.8,606196
ENSG00000168434.13,606978
ENSG00000174456.15,
ENSG00000233382.7,
ENSG00000237748.1,
ENSG00000242525.1,
ENSG00000260284.1,
ENSG00000170324.21,613323
ENSG00000230813.1,
ENSG00000137693.14,606608
ENSG00000248491.6,
ENSG00000224540.1,
ENSG00000267959.3,
ENSG00000270292.1,
ENSG00000118058.23,159555
ENSG00000265319.2,
ENSG00000270804.1,
ENSG00000233366.1,
ENSG00000279697.1,
ENSG00000270127.2,
ENSG00000257839.1,
ENSG00000225449.3,
ENSG00000167633.18,604946
ENSG00000157741.15,613841
ENSG00000260113.3,
ENSG00000130768.15,617737
ENSG00000284631.1,
ENSG00000188811.14,
ENSG00000156234.8,605149
ENSG00000132423.12,605196
ENSG00000249492.2,
ENSG00000099834.19,606839
ENSG00000174992.8,617311
ENSG00000182504.11,615864
ENSG00000081479.15,600073
ENSG00000235776.2,
ENSG00000275015.1,
ENSG00000275740.1,
ENSG00000234204.1,
ENSG00000106236.4,600750
ENSG00000213171.3,609794
ENSG00000074695.6,601567
ENSG00000150991.15,191340
ENSG00000107831.14,600483
ENSG00000233442.2,
ENSG00000284644.1,
ENSG00000287844.1,
ENSG00000088882.8,609555
ENSG00000231271.1,
ENSG00000267135.2,
ENSG00000280744.1,
ENSG00000184867.14,300363
ENSG00000004766.17,616465
ENSG00000173464.14,
ENSG00000233247.3,
ENSG00000239736.2,
ENSG00000171180.3,
ENSG00000228884.2,
ENSG00000233941.1,
ENSG00000140740.11,191329
ENSG00000196730.13,600831
ENSG00000283627.1,
ENSG00000130720.13,613357
ENSG00000284951.1,
ENSG00000265496.5,
ENSG00000170949.18,600398
ENSG00000165794.10,612166
ENSG00000206531.10,
ENSG00000082175.15,607311
ENSG00000170145.5,608973
ENSG00000225331.1,
ENSG00000226950.8,614625
ENSG00000269482.1,
ENSG00000250456.1,
ENSG00000250646.1,
ENSG00000109705.8,602183
ENSG00000253893.2,
ENSG00000146006.8,610868
ENSG00000225718.2,
ENSG00000237938.5,
ENSG00000071189.21,606589
ENSG00000159202.18,611362
ENSG00000250669.1,
ENSG00000269706.1,
ENSG00000271063.1,
ENSG00000251569.1,
ENSG00000083782.8,601657
ENSG00000213906.10,605773
ENSG00000168758.11,604462
ENSG00000181609.5,
ENSG00000223461.1,
ENSG00000237525.7,
ENSG00000134532.19,604975
ENSG00000108423.15,607344
ENSG00000229083.1,
ENSG00000225828.1,
ENSG00000137496.18,604113
ENSG00000188505.5,615901
ENSG00000258738.1,
ENSG00000285754.1,
ENSG00000149548.15,
ENSG00000249550.7,
ENSG00000129250.12,603060
ENSG00000241358.1,
ENSG00000118523.6,121009
ENSG00000227474.1,
ENSG00000272094.1,
ENSG00000176619.13,150341
ENSG00000230929.5,
ENSG00000030304.14,601296
ENSG00000287493.1,
ENSG00000228510.2,
ENSG00000270226.1,
ENSG00000280104.1,
ENSG00000171056.8,612202
ENSG00000211640.4,
ENSG00000280117.1,
ENSG00000216368.2,
ENSG00000260909.1,
ENSG00000235737.1,
ENSG00000185561.10,620967
ENSG00000258422.5,
ENSG00000265671.1,
ENSG00000260939.1,
ENSG00000189042.14,
ENSG00000111271.15,611181
ENSG00000259186.1,
ENSG00000283096.1,
ENSG00000159377.11,602177
ENSG00000167104.11,614110
ENSG00000058799.15,617521
ENSG00000135409.11,600956
ENSG00000224238.2,
ENSG00000151650.8,607158
ENSG00000176635.18,618842
ENSG00000177463.15,601426
ENSG00000011566.15,604921
ENSG00000232812.2,
ENSG00000236403.2,
ENSG00000286106.1,618026
ENSG00000228834.1,
ENSG00000180263.14,613520
ENSG00000261014.2,
ENSG00000168955.4,615404
ENSG00000131480.9,602268
ENSG00000286269.1,
ENSG00000165288.11,300553
ENSG00000273133.1,
ENSG00000122642.11,616257
ENSG00000280780.2,
ENSG00000134193.15,609846
ENSG00000224222.2,
ENSG00000152049.6,607775
ENSG00000212440.1,
ENSG00000260877.2,
ENSG00000138757.15,620020
ENSG00000175489.10,607518
ENSG00000235459.5,
ENSG00000287996.1,
ENSG00000112237.13,123838
ENSG00000123575.9,
ENSG00000245598.6,
ENSG00000171564.12,134830
ENSG00000164713.10,615628
ENSG00000092847.13,606228
ENSG00000249482.1,
ENSG00000198865.10,
ENSG00000109762.16,620961
ENSG00000198237.8,
ENSG00000253821.2,
ENSG00000115183.15,611397
ENSG00000260070.1,
ENSG00000137364.5,187680
ENSG00000277270.2,
ENSG00000224421.1,
ENSG00000170703.16,610849
ENSG00000233947.1,
ENSG00000175061.18,
ENSG00000228984.3,
ENSG00000243967.4,
ENSG00000215644.10,138033
ENSG00000131746.13,608385
ENSG00000124134.9,602905
ENSG00000258806.2,
ENSG00000149403.13,600282
ENSG00000068796.19,602591
ENSG00000278627.1,
ENSG00000286892.1,
ENSG00000206384.10,616613
ENSG00000288696.1,
ENSG00000286214.1,
ENSG00000170044.9,615915
ENSG00000212694.8,
ENSG00000207955.5,
ENSG00000113272.14,618802
ENSG00000229732.1,
ENSG00000230321.1,
ENSG00000223546.7,
ENSG00000182352.8,
ENSG00000136450.13,600812
ENSG00000221955.11,611316
ENSG00000232896.1,
ENSG00000250644.3,
ENSG00000227487.4,
ENSG00000114541.15,617467
ENSG00000171033.13,606059
ENSG00000125741.5,606580
ENSG00000245849.8,
ENSG00000234296.1,
ENSG00000218803.1,
ENSG00000282024.1,
ENSG00000007080.11,
ENSG00000278655.1,
ENSG00000227906.8,
ENSG00000230684.1,
ENSG00000286307.1,
ENSG00000129028.9,612538
ENSG00000168818.10,606046
ENSG00000233395.2,
ENSG00000119614.3,142993
ENSG00000237422.2,
ENSG00000286815.1,
ENSG00000285622.1,
ENSG00000261774.1,
ENSG00000280182.1,
ENSG00000232675.7,
ENSG00000138083.5,603714
ENSG00000164414.18,605634
ENSG00000033100.16,608037
ENSG00000149260.18,602537
ENSG00000196183.5,
ENSG00000188906.17,609007
ENSG00000198821.11,186780
ENSG00000213064.10,
ENSG00000272321.1,
ENSG00000258895.1,
ENSG00000275940.1,
ENSG00000073737.17,612131
ENSG00000257838.5,
ENSG00000218073.1,
ENSG00000258725.2,
ENSG00000147231.14,
ENSG00000131781.13,603957
ENSG00000286677.1,
ENSG00000215553.3,
ENSG00000249077.1,
ENSG00000130997.16,610887
ENSG00000110514.19,603584
ENSG00000236942.1,
ENSG00000248482.1,
ENSG00000186847.6,148066
ENSG00000248431.2,
ENSG00000224598.1,
ENSG00000232864.1,
ENSG00000141200.8,615142
ENSG00000163946.14,616493
ENSG00000249531.2,
ENSG00000157404.16,164920
ENSG00000229965.1,
ENSG00000162763.4,615218
ENSG00000223274.6,
ENSG00000224322.2,
ENSG00000183479.13,300370
ENSG00000235464.1,
ENSG00000242968.1,
ENSG00000250629.1,
ENSG00000214553.10,
ENSG00000263438.6,
ENSG00000270813.2,
ENSG00000226840.1,
ENSG00000145642.12,620219
ENSG00000200693.2,
ENSG00000137502.10,605693
ENSG00000179715.13,
ENSG00000051596.10,606929
ENSG00000184281.15,603852
ENSG00000078246.17,604730
ENSG00000163879.11,602135
ENSG00000228630.5,611400
ENSG00000276406.1,
ENSG00000173275.13,300627
ENSG00000196071.5,
ENSG00000285835.1,
ENSG00000288707.1,
ENSG00000144229.12,
ENSG00000228674.4,
ENSG00000227113.2,
ENSG00000248317.2,
ENSG00000273644.1,
ENSG00000225053.1,
ENSG00000086730.17,605719
ENSG00000232334.1,
ENSG00000279152.1,
ENSG00000131669.10,602062
ENSG00000235919.4,
ENSG00000143436.11,611824
ENSG00000126822.18,617940
ENSG00000148356.15,610933
ENSG00000112874.10,609232
ENSG00000227598.1,
ENSG00000258990.2,
ENSG00000227747.2,
ENSG00000274460.1,
ENSG00000146530.14,
ENSG00000223967.1,
ENSG00000255118.1,
ENSG00000108825.18,
ENSG00000113441.16,151300
ENSG00000203985.11,
ENSG00000130758.8,600137
ENSG00000164291.17,610011
ENSG00000258644.6,
ENSG00000243384.1,
ENSG00000138395.17,616147
ENSG00000154429.11,616762
ENSG00000257456.1,
ENSG00000261781.1,
ENSG00000249345.8,
ENSG00000167183.3,
ENSG00000253871.2,
ENSG00000138308.6,611653
ENSG00000227081.5,
ENSG00000129235.11,616967
ENSG00000012048.23,113705
ENSG00000127452.9,609079
ENSG00000233786.1,
ENSG00000274695.1,
ENSG00000126653.18,616173
ENSG00000234637.1,
ENSG00000273136.7,
ENSG00000278109.1,
ENSG00000224966.4,
ENSG00000176101.12,610882
ENSG00000007520.4,617058
ENSG00000284839.1,
ENSG00000170178.7,142988
ENSG00000160963.14,608927
ENSG00000073756.13,600262
ENSG00000276156.1,
ENSG00000263343.1,
ENSG00000205549.10,
ENSG00000234028.3,
ENSG00000255054.3,
ENSG00000133104.14,607111
ENSG00000166783.22,614593
ENSG00000037241.7,
ENSG00000108100.18,612786
ENSG00000126267.11,124089
ENSG00000264273.1,
ENSG00000254509.1,
ENSG00000280752.1,300892
ENSG00000121381.4,604795
ENSG00000240424.2,
ENSG00000287161.1,
ENSG00000230223.8,603680
ENSG00000277013.1,
ENSG00000103184.12,619412
ENSG00000181218.5,615015
ENSG00000114315.4,139605
ENSG00000059588.10,605052
ENSG00000241288.8,
ENSG00000277803.1,
ENSG00000242641.6,
ENSG00000147324.11,605352
ENSG00000267369.1,
ENSG00000084710.14,616797
ENSG00000142627.13,176946
ENSG00000166159.11,
ENSG00000277770.1,
ENSG00000131016.17,604698
ENSG00000135414.10,603936
ENSG00000259702.3,
ENSG00000149182.15,606908
ENSG00000173080.6,609043
ENSG00000254693.1,
ENSG00000133056.14,602838
ENSG00000024526.17,612002
ENSG00000106278.12,176891
ENSG00000233643.2,
ENSG00000164751.15,170993
ENSG00000259953.2,
ENSG00000164823.11,604598
ENSG00000278942.1,
ENSG00000101278.6,
ENSG00000286338.1,
ENSG00000126777.18,600381
ENSG00000224590.1,
ENSG00000234943.2,
ENSG00000283491.1,
ENSG00000232662.2,
ENSG00000167487.12,
ENSG00000266985.1,
ENSG00000169519.21,618711
ENSG00000132694.19,605708
ENSG00000172215.6,605163
ENSG00000272720.1,
ENSG00000237357.2,
ENSG00000197483.10,610671
ENSG00000225647.2,
ENSG00000125843.11,614824
ENSG00000166140.17,619635
ENSG00000226423.1,
ENSG00000106852.15,608215
ENSG00000251283.1,
ENSG00000237011.1,
ENSG00000179776.19,601120
ENSG00000235209.1,
ENSG00000258153.1,
ENSG00000258516.2,
ENSG00000232998.3,
ENSG00000260898.6,
ENSG00000203965.13,617632
ENSG00000165406.16,613335
ENSG00000255435.7,
ENSG00000285919.1,
ENSG00000198130.16,610690
ENSG00000228242.6,
ENSG00000234124.6,
ENSG00000173077.16,604767
ENSG00000259068.1,
ENSG00000213493.3,
ENSG00000279017.1,
ENSG00000286891.1,
ENSG00000281106.4,
ENSG00000285545.1,
ENSG00000287103.1,
ENSG00000186480.13,602055
ENSG00000215179.5,
ENSG00000287372.1,
ENSG00000256733.2,
ENSG00000250062.5,
ENSG00000110042.8,616110
ENSG00000225434.3,
ENSG00000251508.1,
ENSG00000179941.9,610148
ENSG00000254416.6,
ENSG00000138813.10,
ENSG00000137970.7,
ENSG00000178947.9,
ENSG00000250348.1,
ENSG00000158639.13,301009
ENSG00000248113.2,
ENSG00000229413.2,
ENSG00000169618.7,607122
ENSG00000236676.1,
ENSG00000103723.17,602166
ENSG00000279369.1,
ENSG00000285602.1,
ENSG00000260235.1,
ENSG00000239544.1,
ENSG00000157890.18,612454
ENSG00000036448.10,603509
ENSG00000069020.18,618002
ENSG00000248492.1,
ENSG00000250320.6,
ENSG00000263065.1,
ENSG00000078399.19,142956
ENSG00000125508.4,617797
ENSG00000140319.11,600708
ENSG00000286984.1,
ENSG00000211766.1,
ENSG00000106537.8,613139
ENSG00000149043.16,607719
ENSG00000164051.14,618585
ENSG00000249898.8,
ENSG00000165091.18,606706
ENSG00000258352.1,
ENSG00000220749.4,
ENSG00000127080.10,619043
ENSG00000241568.3,
